FID,region,prefecture,commune,canton,localite,nom,categorie,statut,actif,prefecture_key,commune_key,canton_key,lon,lat
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-447e,Grand Lomé,Golfe,Golfe 5,Aflao-Gakli,Amadahome,BTCI Amadahome,Banque,Non renseigné,False,GOLFE,GOLFE 5,GOLFE | AFLAO-GAKLI,1.1654270638510162,6.203541360604255
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-447d,Maritime,Bas-Mono,Bas-Mono 1,Afagnangan,Awassi Onorio,FUCEC Togo Afagnan,Micro-Finance,En activité,True,BAS-MONO,BAS-MONO 1,BAS-MONO | AFAGNANGAN,1.6271233333333333,6.4957666666666665
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-447c,Maritime,Zio,Zio 1,Abobo,Djagble,Mutuelle Dignite Humaine,Mutuelle,En activité,True,ZIO,ZIO 1,ZIO | ABOBO,1.287165,6.2662249999999995
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-447b,Maritime,Zio,Zio 1,Abobo,Ablota,Mutuelle Le Roc,Mutuelle,En activité,True,ZIO,ZIO 1,ZIO | ABOBO,1.3728760724747087,6.239534103539881
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-447a,Grand Lomé,Golfe,Golfe 5,Aflao-Gakli,Adidogome,FUCEC-Togo,Micro-Finance,En activité,True,GOLFE,GOLFE 5,GOLFE | AFLAO-GAKLI,1.1690136321572586,6.183478641263159
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4479,Grand Lomé,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Adidoadin,CIF Assurance-vie,Assurance,En activité,True,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE | AGOE-NYIVE,1.1895305475058346,6.206187504803494
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4478,Grand Lomé,Golfe,Golfe 6,Baguida,BAGUIDA,BTCI Baguida,Banque,En activité,True,GOLFE,GOLFE 6,GOLFE | BAGUIDA,1.3381952574322604,6.167495664668762
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4477,Grand Lomé,Golfe,Golfe 5,Aflao-Gakli,Totsi,Microfinance Millenium Totsi,Micro-Finance,En activité,True,GOLFE,GOLFE 5,GOLFE | AFLAO-GAKLI,1.1866806869108153,6.197077790836492
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4476,Grand Lomé,Golfe,Golfe 5,Aflao-Gakli,Agbalepedogan,BTCI Agbalepedogan,Banque,Non renseigné,False,GOLFE,GOLFE 5,GOLFE | AFLAO-GAKLI,1.2007360347995675,6.197624349044445
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4475,Maritime,Zio,Zio 1,Djagblé,Djagble,COOPAD Djagblé,Micro-Finance,En activité,True,ZIO,ZIO 1,ZIO | DJAGBLE,1.282792090426032,6.254119620863774
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4474,Plateaux,Ogou,Ogou 1,Gnagna,YATA,SUNU Bank Yata,Banque,Fermé / abandonné,False,OGOU,OGOU 1,OGOU | GNAGNA,1.1403786980788655,7.519636195213213
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4473,Maritime,Zio,Zio 1,Djagblé,Djagble,Mutuelle Meci,Mutuelle,En activité,True,ZIO,ZIO 1,ZIO | DJAGBLE,1.2835601090271076,6.256053905261389
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4472,Grand Lomé,Golfe,Golfe 4,Amoutivé,Adawlato,Direction générale Siab Togo,Banque,En activité,True,GOLFE,GOLFE 4,GOLFE | AMOUTIVE,1.22458742066699,6.123606099488691
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4471,Centrale,Blitta,Blitta 2,Agbandi,Agbandji,UCMECF To Point de Agbandji,Micro-Finance,En activité,True,BLITTA,BLITTA 2,BLITTA | AGBANDI,1.1345633333333334,8.227016666666666
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4470,Centrale,Blitta,Blitta 1,Pagala-Gare,Pagala Gare,FUCEC Togo Agence Pagala,Micro-Finance,En activité,True,BLITTA,BLITTA 1,BLITTA | PAGALA-GARE,0.9754058150753561,8.178073750269546
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-446f,Maritime,Zio,Zio 1,Abobo,Aveta,Mutuelle Le President Microfinance Sa,Mutuelle,Non renseigné,False,ZIO,ZIO 1,ZIO | ABOBO,1.2919633333333334,6.270525
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-446e,Grand Lomé,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Telessou,FUCEC-togo Agence Vakpossito,Micro-Finance,Non renseigné,False,AGOE-NYIVE,AGOE-NYIVE 3,AGOE-NYIVE | VAKPOSSITO,1.1693257332827622,6.218002102046497
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-446d,Grand Lomé,Golfe,Golfe 5,Aflao-Gakli,Totsi,UTB Agence Totsi,Banque,En activité,True,GOLFE,GOLFE 5,GOLFE | AFLAO-GAKLI,1.1875630239819002,6.196495010626283
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-446c,Maritime,Zio,Zio 1,Djagblé,Gbama Cope,CECAV Gbama Kope,Micro-Finance,En activité,True,ZIO,ZIO 1,ZIO | DJAGBLE,1.2635966666666665,6.260861666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-446b,Grand Lomé,Golfe,Golfe 5,Aflao-Gakli,Adidogome,COOPEC Fidelite,Micro-Finance,En activité,True,GOLFE,GOLFE 5,GOLFE | AFLAO-GAKLI,1.1817190932930046,6.175686110238065
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-446a,Grand Lomé,Golfe,Golfe 5,Aflao-Gakli,Totsi,Mutuelle ASJD Totsi,Mutuelle,En activité,True,GOLFE,GOLFE 5,GOLFE | AFLAO-GAKLI,1.1876890867899137,6.1953512742015
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4469,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Gbleta,CEC Tso Nakle,Mutuelle,En activité,True,BAS-MONO,BAS-MONO 1,BAS-MONO | AFAGNAN-GBLETA,1.6155766666666664,6.494128333333333
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4468,Grand Lomé,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agbalepedogan,Fidelia Assurance Agbalepedogan,Assurance,En activité,True,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE | AGOE-NYIVE,1.1955433333333334,6.201101666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4467,Grand Lomé,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Elevagnon Kleve,Fonds Communautaire Pour Le Developpement,Mutuelle,En activité,True,AGOE-NYIVE,AGOE-NYIVE 3,AGOE-NYIVE | VAKPOSSITO,1.1686083442527062,6.2190883839568425
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4466,Maritime,Zio,Zio 1,Djagblé,Djagble,COOPEC AD Djagblé,Micro-Finance,En activité,True,ZIO,ZIO 1,ZIO | DJAGBLE,1.2842417099879921,6.259451822949494
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4465,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),KOMAH,COMEC Sokode,Micro-Finance,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.1351699999999996,8.97086166666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4464,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),SOKODÉ,BTCI Sokode,Banque,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.138942413350057,8.988671205880385
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4463,Centrale,Mô,Mô 1,Djarkpanga,AChantinewtown,SPT Djarkpanga,Banque,En construction / inachevé,False,MO,MO 1,MO | DJARKPANGA,0.5640999999999995,8.78293666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4462,Centrale,Mô,Mô 1,Djarkpanga,Djarkpanga,COOPEC Plaine de Mo,Micro-Finance,En activité,True,MO,MO 1,MO | DJARKPANGA,0.5628950000000001,8.784271666666665
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4461,Centrale,Mô,Mô 2,Tindjasse,LAO,Microfinance Amitie Entre les Peuples,Micro-Finance,En activité,True,MO,MO 2,MO | TINDJASSE,0.4636942079689802,8.65053963279447
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4460,Maritime,Vo,Vo 4,Hahotoé,HAHOTOE,WAGES Hahotoe,Micro-Finance,En activité,True,VO,VO 4,VO | HAHOTOE,1.4174033333333325,6.3653716666666655
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-445f,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Quartier administratif,COOPEC Gaiete de Sokode,Micro-Finance,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.1374168660464508,8.97894905470748
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-445e,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TCHAWANDA,COOPEC AD de Sokode,Micro-Finance,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.1361540914462493,8.988323631561128
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-445d,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),SOKODE,ECOBANK Sokode,Banque,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.139305810376904,8.988453533954205
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-445c,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),SOKODE,Banque Atlantique Sokodé,Banque,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.1397067101565963,8.987417421356668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-445b,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Sokode,BSIC Sokode,Banque,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.1380730622757838,8.990393746191828
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-445a,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),ZONGO,SPT Sokode,Banque,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.1403784361468559,8.985052292635878
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4459,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),SOKODE,ORABANK Sokode,Banque,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.135012120185726,8.988120159300394
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4458,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),SOKODE,BOA Sokodé,Banque,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.139422366260735,8.9881736394278
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4457,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),ZONGO,Mutuelle Tibi de Sokode,Micro-Finance,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.138538662480204,8.989627972962895
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4456,Grand Lomé,Golfe,Golfe 1,Bè-Est,AKODESSEWA,SUNU Bank Akodessewa,Banque,En activité,True,GOLFE,GOLFE 1,GOLFE | BE-EST,1.2409790321902656,6.140851224019129
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4455,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),SOKODE,WAGES Sokode,Micro-Finance,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.1408407635574265,8.987919380169773
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4454,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,KPANGALAM,URCLEC Sokode,Micro-Finance,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | KPANGALAM,1.1356097,9.009038100000001
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4453,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Sokode,CORIS Bank Sokode,Banque,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.1383449999999995,8.98977666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4452,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,Kpangalam,Direction URCLEC Sokode,Micro-Finance,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | KPANGALAM,1.1400340808462006,9.02536056426368
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4451,Centrale,Tchamba,Tchamba 1,Tchamba,Djayewoa,FUCEC Togo Djayowoa,Micro-Finance,En activité,True,TCHAMBA,TCHAMBA 1,TCHAMBA | TCHAMBA,1.414178333333333,9.022271666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4450,Centrale,Tchamba,Tchamba 1,Tchamba,ZONGO,UTB Tchamba,Banque,En activité,True,TCHAMBA,TCHAMBA 1,TCHAMBA | TCHAMBA,1.4158900000000003,9.028351666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-444f,Centrale,Tchamba,Tchamba 1,Tchamba,Iyiwa,URCLEC Iyiwa,Micro-Finance,En activité,True,TCHAMBA,TCHAMBA 1,TCHAMBA | TCHAMBA,1.4149033333333332,9.022533333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-444e,Centrale,Tchamba,Tchamba 1,Tchamba,Forêt chance,UCMECF-TO Tchamba,Micro-Finance,En activité,True,TCHAMBA,TCHAMBA 1,TCHAMBA | TCHAMBA,1.4225500000000004,9.025471666666665
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-444d,Centrale,Tchamba,Tchamba 1,Tchamba,Forêt chance,COOPEC ADESEM Forêt chance,Micro-Finance,En activité,True,TCHAMBA,TCHAMBA 1,TCHAMBA | TCHAMBA,1.42318,9.026513333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-444c,Centrale,Tchamba,Tchamba 3,Kaboli,Djama,COOPEC ADESEM Djama,Micro-Finance,En activité,True,TCHAMBA,TCHAMBA 3,TCHAMBA | KABOLI,1.5851316666666668,8.751820000000002
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-444b,Centrale,Tchamba,Tchamba 3,Kaboli,Guimegue,FUCEC Togo Guimegue,Micro-Finance,En activité,True,TCHAMBA,TCHAMBA 3,TCHAMBA | KABOLI,1.5953733333333329,8.74755833333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-444a,Centrale,Tchamba,Tchamba 3,Kaboli,Adja,URCLEC Adja,Micro-Finance,En activité,True,TCHAMBA,TCHAMBA 3,TCHAMBA | KABOLI,1.5936216666666667,8.749235
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4449,Centrale,Tchamba,Tchamba 3,Kaboli,TAKETE,WAGES Takete,Micro-Finance,En activité,True,TCHAMBA,TCHAMBA 3,TCHAMBA | KABOLI,1.5930166666666665,8.74731333333333
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4448,Centrale,Tchamba,Tchamba 2,Koussountou,Bassegue,FUCEC Togo Bassegue,Micro-Finance,En activité,True,TCHAMBA,TCHAMBA 2,TCHAMBA | KOUSSOUNTOU,1.5183449999999998,8.832591666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4447,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),SOKODE,CMECF Sokode,Micro-Finance,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.1372728118047162,8.987489146711019
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4446,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Sokode,COOPEC ADESEM Sokodé,Micro-Finance,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.1346216666666666,8.98726
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4445,Grand Lomé,Golfe,Golfe 4,Amoutivé,Nyékonakpoè,ORABANK Nyékonakpoè,Banque,Non renseigné,False,GOLFE,GOLFE 4,GOLFE | AMOUTIVE,1.2137183333333335,6.130093333333335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4444,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Sokodé,SUNU Bank Sokodé,Banque,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.1362916666666667,8.973838333333331
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4443,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Sotouboua, Sondè",SUNU Bank Sotouboua,Banque,En activité,True,SOTOUBOUA,SOTOUBOUA 1,SOTOUBOUA | SOTOUBOUA,0.978938333333334,8.56456
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4442,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Sondè,UTB de Sotouboua,Banque,En activité,True,SOTOUBOUA,SOTOUBOUA 1,SOTOUBOUA | SOTOUBOUA,0.9762098228790849,8.561324711379944
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4441,Grand Lomé,Golfe,Golfe 6,Baguida,AVEPOZO,COOPEC AD Avepozo,Micro-Finance,En activité,True,GOLFE,GOLFE 6,GOLFE | BAGUIDA,1.3508488315358567,6.171477392594488
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4440,Centrale,Sotouboua,Sotouboua 1,Sotouboua,SOTOUBOUA SONDE,ORABANK de Sotouboua,Banque,En activité,True,SOTOUBOUA,SOTOUBOUA 1,SOTOUBOUA | SOTOUBOUA,0.9751685688305068,8.560778211422667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-443f,Grand Lomé,Golfe,Golfe 5,Aflao-Gakli,TOTSI ADIDOADIN,Banque Atlantique Adidoadin,Banque,En activité,True,GOLFE,GOLFE 5,GOLFE | AFLAO-GAKLI,1.1882127801715372,6.199797610560822
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-443e,Grand Lomé,Golfe,Golfe 7,Aflao-Sagbado,MADIBA,COOPEC AD Adidogome Madiba,Micro-Finance,En activité,True,GOLFE,GOLFE 7,GOLFE | AFLAO-SAGBADO,1.148209999999999,6.200311666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-443d,Centrale,Sotouboua,Sotouboua 1,Sotouboua,SOTOUBOUA LAW WAYI,WAGES M'heza de Sotouboua,Micro-Finance,En activité,True,SOTOUBOUA,SOTOUBOUA 1,SOTOUBOUA | SOTOUBOUA,0.9795333333333334,8.565854999999999
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-443c,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Lawaye,FUCEC Togo de Sotouboua,Micro-Finance,En activité,True,SOTOUBOUA,SOTOUBOUA 1,SOTOUBOUA | SOTOUBOUA,0.9839933333333336,8.561128333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-443b,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Lawaye,URCLEC de Sotouboua,Micro-Finance,En activité,True,SOTOUBOUA,SOTOUBOUA 1,SOTOUBOUA | SOTOUBOUA,0.9833055591689458,8.561717960817296
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-443a,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Sondè,Mutuelle Tibi de Sotouboua,Micro-Finance,En activité,True,SOTOUBOUA,SOTOUBOUA 1,SOTOUBOUA | SOTOUBOUA,0.9745066666666669,8.561853333333337
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4439,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),KOMAH 1,UTB Sokodé,Banque,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | SOKODE (KOMAH),1.1397479376919393,8.984248081094423
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4438,Centrale,Sotouboua,Sotouboua 1,Sotouboua,SOTOUBOUA,CMECF Sotouboua,Micro-Finance,En activité,True,SOTOUBOUA,SOTOUBOUA 1,SOTOUBOUA | SOTOUBOUA,0.9812148591194516,8.563263675313134
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4437,Centrale,Sotouboua,Sotouboua 1,Sotouboua,SOTOUBOUA,CECO COOP de Sotouboua,Micro-Finance,En activité,True,SOTOUBOUA,SOTOUBOUA 1,SOTOUBOUA | SOTOUBOUA,0.9702683333333327,8.555911666666669
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4436,Centrale,Sotouboua,Sotouboua 2,Adjengré,ADJENGRE,FUCEC Togo Adjengre,Micro-Finance,En activité,True,SOTOUBOUA,SOTOUBOUA 2,SOTOUBOUA | ADJENGRE,1.0179816666666672,8.66349
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4435,Centrale,Sotouboua,Sotouboua 3,Tchébébé,Tchébébe,CMECF-sotouboua,Micro-Finance,En activité,True,SOTOUBOUA,SOTOUBOUA 3,SOTOUBOUA | TCHEBEBE,0.99136,8.430226666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4434,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Sotouboua,Club Entraide Sans Frontière Microfinance,Micro-Finance,En activité,True,SOTOUBOUA,SOTOUBOUA 1,SOTOUBOUA | SOTOUBOUA,0.9762896155194898,8.560861225625931
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4433,Centrale,Sotouboua,Sotouboua 2,Adjengré,N/a,COOPEC ADESEM de ADjengre,Micro-Finance,En activité,True,SOTOUBOUA,SOTOUBOUA 2,SOTOUBOUA | ADJENGRE,1.020245,8.669360000000003
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4432,Centrale,Sotouboua,Sotouboua 2,Adjengré,Zongo,Caisse Mutuelle d'épargne et de Crédit Pour Les Femmes du Togo de ADjengre,Micro-Finance,En activité,True,SOTOUBOUA,SOTOUBOUA 2,SOTOUBOUA | ADJENGRE,1.0196982050820533,8.658409391833956
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4431,Centrale,Sotouboua,Sotouboua 3,Tchébébé,TCHÉBÉBÉ,COOPEC ADESEM Agence de Tchébébé,Micro-Finance,En activité,True,SOTOUBOUA,SOTOUBOUA 3,SOTOUBOUA | TCHEBEBE,0.9955423597603048,8.433720540039227
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4430,Centrale,Sotouboua,Sotouboua 3,Tchébébé,TCHÉBÉBÉ,FUCEC Togo Enente de Tchebebe,Micro-Finance,En activité,True,SOTOUBOUA,SOTOUBOUA 3,SOTOUBOUA | TCHEBEBE,0.991393333333333,8.434643333333332
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-442f,Grand Lomé,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Assiyeye,Aliada Agoe,Micro-Finance,En activité,True,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE | AGOE-NYIVE,1.197142819167033,6.232668097886787
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-442e,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,KPANGALAM,SPT Kpangalam,Banque,En activité,True,TCHAOUDJO,TCHAOUDJO 1,TCHAOUDJO | KPANGALAM,1.1361910039466734,9.009539121285307
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-442d,Centrale,Blitta,Blitta 1,Blitta,Lama kaza,URCLEC Lamakaza,Micro-Finance,En activité,True,BLITTA,BLITTA 1,BLITTA | BLITTA,0.98663,8.32863333333333
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-442c,Centrale,Blitta,Blitta 1,Blitta,Blitta  zongo,FUCEC Togo Blitta zongo,Micro-Finance,En activité,True,BLITTA,BLITTA 1,BLITTA | BLITTA,0.9776783333333331,8.326518333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-442b,Centrale,Blitta,Blitta 1,Pagala-Gare,Pagala Gare,SPT Pagala Gare,Banque,En activité,True,BLITTA,BLITTA 1,BLITTA | PAGALA-GARE,0.9649733333541228,8.183901666623392
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-442a,Centrale,Blitta,Blitta 1,Blitta,LAMA kaza,UTB Lamakaza,Banque,En activité,True,BLITTA,BLITTA 1,BLITTA | BLITTA,0.9862066666666659,8.33103333333333
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4429,Centrale,Blitta,Blitta 2,Agbandi,BAGBO,FUCEC Togo Bagbo,Micro-Finance,En activité,True,BLITTA,BLITTA 2,BLITTA | AGBANDI,1.1335716666666664,8.230938333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4428,Centrale,Blitta,Blitta 1,Pagala-Gare,PAGALA zongo,Micro Finance URCLEC de Pagala Gare,Micro-Finance,En activité,True,BLITTA,BLITTA 1,BLITTA | PAGALA-GARE,0.9652233333333337,8.1837
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4427,Centrale,Blitta,Blitta 1,Pagala-Gare,Lonaba,UCMEF de Pagala Gare,Micro-Finance,En activité,True,BLITTA,BLITTA 1,BLITTA | PAGALA-GARE,0.9714516666666663,8.180305000000002
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4426,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Sondè,SPT Sotouboua,Banque,En activité,True,SOTOUBOUA,SOTOUBOUA 1,SOTOUBOUA | SOTOUBOUA,0.9775760085394088,8.5643739673124
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4425,Grand Lomé,Golfe,Golfe 1,Bè-Est,BE APEYEYEME,BIA Togo de Be Apeyeyeme,Banque,Non renseigné,False,GOLFE,GOLFE 1,GOLFE | BE-EST,1.240335,6.140953333333332
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4424,Centrale,Sotouboua,Sotouboua 2,Adjengré,Zongo,SPT ADjengre,Banque,En activité,True,SOTOUBOUA,SOTOUBOUA 2,SOTOUBOUA | ADJENGRE,1.0190543511292038,8.659358968302604
